Cnot11	Cnot12	Cnot13	Ctrl1	Ctrl2	Ctrl3
ENSG00000143771	2	4	5	3	3	6
ENSG00000143772	39	45	48	18	32	40
ENSG00000143774	45	57	42	41	63	71
ENSG00000143776	113	260	211	84	149	143
ENSG00000143797	2	3	1	6	4	1
ENSG00000143799	2	0	1	2	2	2
ENSG00000143801	18	10	8	13	12	9
ENSG00000143811	0	55	53	14	28	6
ENSG00000143815	22	21	29	14	21	20
ENSG00000143819	21	56	43	24	45	42
ENSG00000143839	0	0	0	0	0	0
ENSG00000143842	24	16	21	11	11	11
ENSG00000143845	7	10	3	13	12	23
ENSG00000143847	6	5	12	3	2	14
ENSG00000143850	4	5	21	0	4	3
ENSG00000143851	0	0	0	0	0	0
ENSG00000143858	0	0	0	0	0	1
ENSG00000143862	0	2	10	6	0	4
ENSG00000143870	193	288	328	128	222	267
ENSG00000143882	0	0	0	0	0	0
ENSG00000143889	25	50	40	28	34	32
ENSG00000143891	5	6	11	5	9	3
ENSG00000143919	3	2	3	1	2	3
ENSG00000143924	63	117	106	0	56	71
ENSG00000143933	0	0	2	3	0	88
ENSG00000143947	101	165	154	98	137	133
ENSG00000143951	4	2	4	1	0	1
ENSG00000143952	21	45	26	23	4	19
ENSG00000143954	0	0	0	0	0	0
ENSG00000143970	17	4	106	25	38	8
ENSG00000143977	14	2	3	4	3	1
ENSG00000143994	0	0	1	0	0	0
ENSG00000143995	18	38	37	2	21	16
ENSG00000144010	0	0	2	0	0	0
ENSG00000144026	0	4	4	2	6	6
ENSG00000144028	29	2	26	4	21	5
ENSG00000144029	11	13	17	6	9	4
ENSG00000144031	6	15	7	0	3	2
ENSG00000144034	3	16	6	2	8	4
ENSG00000144036	42	61	54	30	45	36
ENSG00000144040	2	4	3	2	3	9
ENSG00000144043	0	1	1	0	2	2
ENSG00000144045	0	0	0	0	0	0
ENSG00000144048	25	27	33	8	19	22
ENSG00000144057	1	4	0	1	4	1
ENSG00000144061	3	5	4	0	4	4
ENSG00000144063	0	1	0	0	0	0
ENSG00000144115	10	19	18	2	6	6
ENSG00000144118	13	21	20	9	13	14
ENSG00000144120	4	9	9	2	4	4
ENSG00000144130	1	0	0	0	0	1
ENSG00000144134	2	6	5	0	6	9
ENSG00000144136	2	3	0	3	4	1
ENSG00000144152	3	0	0	2	2	1
ENSG00000144161	2	7	2	3	5	4
ENSG00000144182	0	0	5	0	1	3
ENSG00000144191	0	0	0	0	0	0
ENSG00000144199	14	10	16	6	11	11
ENSG00000144214	2	1	1	0	0	0
ENSG00000144218	9	11	16	5	7	10
ENSG00000144224	3	3	0	1	0	2
ENSG00000144228	2	4	1	1	2	1
ENSG00000144229	0	0	1	0	0	0
ENSG00000144230	0	2	2	0	0	0
ENSG00000144231	7	6	9	4	3	5
ENSG00000144233	18	24	16	6	28	19
ENSG00000144278	0	0	0	0	0	0
ENSG00000144283	47	74	78	31	55	61
ENSG00000144285	2	5	2	3	5	4
ENSG00000144290	0	0	0	0	0	0
ENSG00000144306	10	7	9	4	18	17
ENSG00000144320	18	33	10	6	21	9
ENSG00000144331	1	0	0	0	0	0
ENSG00000144339	0	0	0	0	0	0
ENSG00000144354	9	4	3	2	3	5
ENSG00000144355	0	2	1	1	0	1
ENSG00000144357	41	79	64	22	52	56
ENSG00000144362	0	1	1	1	1	0
ENSG00000144366	9	13	9	5	3	7
ENSG00000144369	1	0	0	1	1	0
ENSG00000144381	210	334	304	78	153	141
ENSG00000144395	1	3	1	2	0	2
ENSG00000144401	1	6	5	5	7	2
ENSG00000144406	0	2	1	0	0	0
ENSG00000144407	0	0	0	0	0	0
ENSG00000144426	19	39	44	14	50	32
ENSG00000144445	9	0	1	2	0	9
ENSG00000144451	5	4	9	6	6	3
ENSG00000144452	0	0	0	0	0	0
ENSG00000144455	8	5	8	0	9	1
ENSG00000144460	0	0	0	0	0	0
ENSG00000144468	5	9	12	6	6	8
ENSG00000144476	12	3	0	2	7	1
ENSG00000144481	0	0	1	0	0	0
ENSG00000144485	4	6	7	7	8	13
ENSG00000144488	0	1	1	0	0	0
ENSG00000144504	2	1	3	2	4	5
ENSG00000144524	17	14	29	22	25	16
ENSG00000144535	21	26	34	11	32	37
ENSG00000144550	0	0	0	0	0	0
ENSG00000144554	6	24	20	20	25	38
ENSG00000144559	6	5	8	1	5	4
ENSG00000144560	23	22	35	5	23	14
ENSG00000144566	19	19	5	9	20	9
ENSG00000144567	11	16	9	16	4	12
ENSG00000144579	23	35	32	21	31	29
ENSG00000144580	42	47	59	25	26	42
ENSG00000144589	0	0	1	0	1	5
ENSG00000144591	61	73	71	33	64	49
ENSG00000144596	6	3	2	6	4	3
ENSG00000144597	5	3	3	3	3	4
ENSG00000144619	0	0	0	1	1	1
ENSG00000144635	12	4	55	25	33	32
ENSG00000144642	13	16	4	3	6	9
ENSG00000144644	0	0	0	0	0	0
ENSG00000144645	7	8	9	7	5	16
ENSG00000144647	22	34	38	13	21	22
ENSG00000144648	0	0	0	0	0	0
ENSG00000144649	0	0	0	1	0	1
ENSG00000144655	14	22	26	10	16	14
ENSG00000144659	0	0	2	1	1	3
ENSG00000144668	0	2	1	1	1	0
ENSG00000144671	0	1	0	0	0	0
ENSG00000144674	229	335	324	147	214	208
ENSG00000144677	7	8	4	5	8	7
ENSG00000144681	4	9	3	3	4	7
ENSG00000144711	21	25	25	21	25	25
ENSG00000144712	34	32	40	15	16	15
ENSG00000144713	263	325	282	215	274	313
ENSG00000144724	19	53	50	18	27	10
ENSG00000144730	0	4	0	0	1	1
ENSG00000144736	0	13	25	8	20	2
ENSG00000144741	3	5	4	3	4	2
ENSG00000144744	27	53	47	25	25	38
ENSG00000144746	12	4	7	2	6	5
ENSG00000144747	15	7	0	15	0	18
ENSG00000144749	33	44	47	10	19	19
ENSG00000144771	0	0	0	0	0	0
ENSG00000144785	6	11	9	1	4	9
ENSG00000144791	0	2	0	0	0	7
ENSG00000144792	0	0	0	0	0	1
ENSG00000144802	57	69	78	20	32	35
ENSG00000144810	11	6	15	11	10	11
ENSG00000144815	4	15	15	2	7	9
ENSG00000144820	0	0	0	0	0	0
ENSG00000144824	61	79	73	42	63	59
ENSG00000144827	4	5	6	1	5	0
ENSG00000144834	0	0	1	0	0	0
ENSG00000144837	0	0	0	0	0	2
ENSG00000144840	11	8	9	6	10	7
ENSG00000144843	3	4	5	4	7	3
ENSG00000144847	0	0	1	0	0	0
ENSG00000144848	28	64	25	25	19	22
ENSG00000144852	0	0	0	0	0	0
ENSG00000144857	46	65	74	29	35	49
ENSG00000144867	22	29	22	5	7	4
ENSG00000144868	13	14	15	14	21	20
ENSG00000144891	3	2	2	0	0	1
ENSG00000144893	13	20	19	15	12	11
ENSG00000144895	86	100	119	37	61	72
ENSG00000144908	0	1	0	0	1	0
ENSG00000144935	0	0	3	0	0	0
ENSG00000144959	10	22	5	0	9	12
ENSG00000145002	0	0	2	0	0	3
ENSG00000145012	21	31	36	22	38	38
ENSG00000145014	5	10	9	4	7	5
ENSG00000145016	45	75	50	69	70	54
ENSG00000145020	0	0	0	3	3	4
ENSG00000145022	4	7	2	5	5	11
ENSG00000145029	2	4	4	1	2	1
ENSG00000145041	52	85	63	33	40	47
ENSG00000145050	5	4	2	2	1	0
ENSG00000145087	2	0	0	1	0	1
ENSG00000145088	0	0	0	0	0	0
ENSG00000145103	0	0	0	0	0	0
ENSG00000145107	0	1	0	0	0	0
ENSG00000145113	0	0	0	0	0	0
ENSG00000145147	81	98	73	56	91	71
ENSG00000145191	0	0	0	1	0	0
ENSG00000145192	0	0	0	0	0	0
ENSG00000145194	0	0	1	0	0	0
ENSG00000145198	1	2	2	1	1	3
ENSG00000145214	1	0	20	8	1	15
ENSG00000145216	60	109	99	49	48	68
ENSG00000145217	1	2	3	2	0	2
ENSG00000145220	29	37	31	13	18	19
ENSG00000145241	9	29	22	12	9	11
ENSG00000145242	1	2	0	0	0	0
ENSG00000145244	0	1	0	0	0	0
ENSG00000145246	4	6	7	0	7	3
ENSG00000145247	9	7	7	14	17	17
ENSG00000145284	1	7	2	2	3	0
ENSG00000145287	1	2	3	3	2	2
ENSG00000145293	2	4	5	1	7	5
ENSG00000145321	0	0	0	0	0	0
ENSG00000145331	2	1	5	3	5	3
ENSG00000145332	9	24	12	11	8	13
ENSG00000145335	3	4	4	1	2	4
ENSG00000145348	8	12	15	0	24	12
ENSG00000145349	26	38	44	15	34	39
ENSG00000145354	4	7	7	1	1	0
ENSG00000145358	2	9	10	3	2	2
ENSG00000145362	25	17	28	14	17	1
ENSG00000145365	3	4	6	2	2	5
ENSG00000145386	7	20	13	1	8	4
ENSG00000145388	3	1	2	3	3	1
ENSG00000145390	87	161	126	45	50	54
ENSG00000145391	27	42	46	14	22	22
ENSG00000145414	2	3	3	4	5	3
ENSG00000145416	0	0	0	0	0	1
ENSG00000145425	224	305	259	159	270	288
ENSG00000145428	0	1	0	1	0	0
ENSG00000145431	10	18	3	1	0	2
ENSG00000145439	4	0	2	0	3	2
ENSG00000145451	0	0	0	0	0	0
ENSG00000145491	2	0	0	0	0	0
ENSG00000145494	46	47	41	23	42	46
ENSG00000145495	82	140	103	67	77	74
ENSG00000145506	1	1	0	1	0	1
ENSG00000145526	1	1	1	0	0	1
ENSG00000145536	0	0	0	0	0	0
ENSG00000145545	0	0	0	4	0	1
ENSG00000145555	209	329	328	6	171	162
ENSG00000145592	41	0	57	73	84	30
ENSG00000145604	7	17	5	4	13	5
ENSG00000145623	8	2	18	4	7	11
ENSG00000145626	0	0	0	0	0	0
ENSG00000145632	0	40	0	18	22	19
ENSG00000145642	0	0	0	0	0	0
ENSG00000145675	40	65	61	13	25	26
ENSG00000145681	0	0	0	0	0	0
ENSG00000145685	8	8	10	2	5	4
ENSG00000145687	22	25	30	13	15	16
ENSG00000145692	0	0	0	0	0	0
ENSG00000145700	2	3	0	0	0	0
ENSG00000145703	6	2	9	2	8	6
ENSG00000145708	0	0	1	0	0	0
ENSG00000145715	30	35	0	46	6	11
ENSG00000145721	0	0	0	0	0	0
ENSG00000145723	0	0	0	0	0	3
ENSG00000145725	38	44	35	27	31	32
ENSG00000145730	121	160	177	66	133	123
ENSG00000145734	2	6	2	2	3	13
ENSG00000145736	7	26	5	15	13	20
ENSG00000145740	12	8	10	5	8	8
ENSG00000145741	181	227	209	62	150	143
ENSG00000145743	0	0	0	0	0	0
ENSG00000145757	0	0	0	1	0	0
ENSG00000145777	0	5	4	2	0	3
ENSG00000145779	2	11	7	4	1	5
ENSG00000145781	7	0	0	0	0	0
ENSG00000145782	1	3	2	2	2	5
ENSG00000145794	2	5	0	1	2	2
ENSG00000145808	0	0	0	0	0	0
ENSG00000145817	32	40	39	24	23	23
ENSG00000145819	2	6	5	0	4	8
ENSG00000145824	2	0	2	3	0	3
ENSG00000145826	0	0	1	0	0	0
ENSG00000145832	0	0	0	0	0	0
ENSG00000145833	39	64	38	19	75	75
ENSG00000145850	0	0	0	0	0	0
ENSG00000145860	62	123	100	51	97	98
ENSG00000145863	0	0	0	0	0	0
ENSG00000145864	1	1	1	1	4	2
ENSG00000145868	28	43	41	22	29	32
ENSG00000145879	0	0	0	0	0	0
ENSG00000145882	0	11	9	0	0	0
ENSG00000145888	0	0	0	0	0	0
ENSG00000145901	129	178	152	78	113	104
ENSG00000145907	62	89	88	37	62	54
ENSG00000145908	7	9	8	5	12	10
ENSG00000145912	38	24	40	16	31	28
ENSG00000145916	14	26	25	13	19	24
ENSG00000145919	8	5	8	4	11	3
ENSG00000145920	0	0	0	0	0	0
ENSG00000145934	3	5	5	2	1	1
ENSG00000145936	0	0	0	0	0	0
ENSG00000145975	0	0	0	0	0	0
ENSG00000145979	14	13	21	4	8	9
ENSG00000145982	11	16	16	10	10	7
ENSG00000145990	3	2	9	1	4	3
ENSG00000145996	20	14	20	12	20	25
ENSG00000146006	0	0	0	0	0	0
ENSG00000146007	0	0	0	1	1	0
ENSG00000146013	0	0	0	0	1	0
ENSG00000146021	2	0	0	0	0	0
ENSG00000146038	0	0	0	0	0	0
ENSG00000146039	0	0	0	0	0	0
ENSG00000146047	0	0	0	0	0	0
ENSG00000146054	5	0	5	1	2	0
ENSG00000146063	0	5	15	3	17	18
ENSG00000146067	8	8	5	5	7	2
ENSG00000146070	0	0	0	0	0	0
ENSG00000146072	44	56	65	15	25	25
ENSG00000146083	5	3	6	6	8	5
ENSG00000146090	0	0	0	0	0	1
ENSG00000146094	1	6	3	1	3	5
ENSG00000146112	0	0	4	0	5	6
ENSG00000146122	20	49	60	18	23	28
ENSG00000146143	0	6	0	1	1	1
ENSG00000146147	0	0	0	0	0	0
ENSG00000146151	0	0	0	0	0	0
ENSG00000146166	0	0	0	0	0	0
ENSG00000146192	0	0	0	0	0	1
ENSG00000146205	1	2	2	1	1	1
ENSG00000146215	0	0	0	0	0	0
ENSG00000146221	0	0	0	0	0	0
ENSG00000146223	11	16	18	7	12	13
ENSG00000146232	10	13	2	9	7	6
ENSG00000146233	0	0	0	0	0	0
ENSG00000146242	68	94	104	28	45	52
ENSG00000146243	3	0	0	2	1	0
ENSG00000146263	23	37	27	19	22	23
ENSG00000146267	3	2	3	0	1	1
ENSG00000146276	0	0	0	0	0	0
ENSG00000146278	4	13	4	1	5	2
ENSG00000146282	1	2	0	0	1	1
ENSG00000146285	0	0	0	0	0	0
ENSG00000146350	2	1	3	1	2	4
ENSG00000146352	0	0	0	0	0	0
ENSG00000146360	0	0	1	0	0	0
ENSG00000146373	22	18	18	10	16	16
ENSG00000146374	5	2	3	0	0	2
ENSG00000146378	0	0	0	0	0	0
ENSG00000146383	0	0	0	0	0	0
ENSG00000146385	0	0	0	0	0	0
ENSG00000146386	1	1	1	0	0	0
ENSG00000146409	0	0	0	0	0	0
ENSG00000146410	4	11	10	4	9	6
ENSG00000146414	12	21	28	13	25	20
ENSG00000146416	6	5	2	3	12	8
ENSG00000146425	10	6	0	1	0	3
ENSG00000146426	19	36	31	21	15	33
ENSG00000146433	15	38	43	11	19	34
ENSG00000146453	0	0	0	0	0	0
ENSG00000146457	48	87	64	26	40	47
ENSG00000146463	34	59	8	26	29	55
ENSG00000146469	0	0	0	0	0	0
ENSG00000146476	2	18	7	4	7	6
ENSG00000146530	0	0	0	1	0	3
ENSG00000146535	14	11	5	7	16	14
ENSG00000146540	18	10	18	7	22	21
ENSG00000146555	10	13	10	9	10	33
ENSG00000146574	63	141	98	26	70	76
ENSG00000146576	0	1	4	1	7	11
ENSG00000146587	9	7	7	4	6	13
ENSG00000146592	6	8	7	5	7	11
ENSG00000146618	1	0	0	0	0	0
ENSG00000146648	24	56	47	32	50	48
ENSG00000146670	6	2	2	7	4	6
ENSG00000146674	19	38	24	18	30	22
ENSG00000146678	0	0	0	0	0	0
ENSG00000146701	73	87	17	85	46	44
ENSG00000146707	1	1	1	2	3	2
ENSG00000146729	3	6	0	2	1	8
ENSG00000146731	5	6	6	5	67	10
ENSG00000146733	14	27	25	3	5	10
ENSG00000146755	0	0	0	0	0	0
ENSG00000146757	16	19	26	14	12	19
ENSG00000146776	19	32	22	11	18	24
ENSG00000146802	5	15	10	10	11	8
ENSG00000146809	0	0	0	0	0	0
ENSG00000146826	2	11	4	6	6	8
ENSG00000146828	5	14	3	3	8	16
ENSG00000146830	79	82	86	40	53	80
ENSG00000146833	21	34	27	9	22	25
ENSG00000146834	15	22	13	9	5	4
ENSG00000146839	0	0	0	0	0	0
ENSG00000146842	9	19	25	5	24	22
ENSG00000146856	0	0	2	0	0	2
ENSG00000146857	0	0	0	0	0	0
ENSG00000146859	12	19	17	5	17	11
ENSG00000146872	84	138	133	54	69	82
ENSG00000146910	0	0	0	0	0	0
ENSG00000146918	25	45	48	31	51	67
ENSG00000146926	0	0	0	0	0	0
ENSG00000146938	3	4	3	4	2	1
ENSG00000146950	5	1	0	0	0	2
ENSG00000146955	0	0	0	0	0	0
ENSG00000146963	40	42	37	9	25	45
ENSG00000146966	12	22	43	3	14	11
ENSG00000147010	79	100	84	37	60	71
ENSG00000147036	1	2	0	1	1	3
ENSG00000147041	0	0	0	0	0	0
ENSG00000147050	33	57	45	29	31	36
ENSG00000147059	0	0	3	1	1	0
ENSG00000147065	3	3	2	0	4	3
ENSG00000147081	0	0	0	0	0	0
ENSG00000147082	0	1	2	1	0	0
ENSG00000147099	0	2	0	0	1	0
ENSG00000147100	1	0	0	0	1	0
ENSG00000147113	0	0	0	0	0	0
ENSG00000147117	0	0	0	1	1	2
ENSG00000147118	3	10	7	5	6	12
ENSG00000147121	2	3	2	1	1	2
ENSG00000147123	44	56	52	28	58	58
ENSG00000147124	8	28	14	6	10	18
ENSG00000147127	1	0	1	0	0	1
ENSG00000147130	36	43	33	25	48	57
ENSG00000147133	29	35	43	30	63	47
ENSG00000147138	0	0	0	0	0	0
ENSG00000147140	189	245	250	121	125	149
ENSG00000147144	5	1	1	0	5	6
ENSG00000147145	0	2	1	3	0	0
ENSG00000147155	3	11	5	4	5	8
ENSG00000147160	0	0	0	0	0	0
ENSG00000147162	0	96	102	40	17	69
ENSG00000147164	12	14	16	10	14	22
ENSG00000147166	0	0	0	0	0	1
ENSG00000147168	1	0	0	0	0	0
ENSG00000147174	0	1	2	1	1	2
ENSG00000147180	12	10	17	10	14	12
ENSG00000147183	0	0	0	0	0	0
ENSG00000147202	28	25	45	11	22	22
ENSG00000147206	0	5	0	0	0	0
ENSG00000147223	0	0	0	0	0	0
ENSG00000147224	7	9	15	3	13	15
ENSG00000147231	4	6	2	5	4	8
ENSG00000147234	4	5	6	3	3	3
ENSG00000147246	0	0	0	0	0	0
ENSG00000147251	67	88	77	15	41	32
ENSG00000147255	3	5	4	6	8	23
ENSG00000147256	0	0	0	1	1	0
ENSG00000147257	1	0	1	0	0	0
ENSG00000147274	79	110	102	52	83	70
ENSG00000147316	5	21	15	11	13	18
ENSG00000147364	16	31	31	7	23	18
ENSG00000147378	0	0	0	0	0	0
ENSG00000147381	0	0	0	0	0	0
ENSG00000147383	20	25	35	21	26	21
ENSG00000147394	15	16	14	9	21	24
ENSG00000147403	168	180	226	105	185	150
ENSG00000147408	4	1	7	1	5	6
ENSG00000147416	23	11	12	1	10	4
ENSG00000147419	6	10	3	2	1	12
ENSG00000147421	12	21	18	11	14	10
ENSG00000147432	0	0	0	0	0	0
ENSG00000147434	0	0	0	0	0	0
ENSG00000147437	0	0	0	0	0	0
ENSG00000147439	22	5	20	5	12	8
ENSG00000147443	0	0	0	0	0	0
ENSG00000147454	8	6	8	7	6	14
ENSG00000147457	14	19	15	8	7	9
ENSG00000147459	19	15	29	22	34	18
ENSG00000147465	0	0	0	0	0	0
ENSG00000147471	6	0	7	5	6	4
ENSG00000147475	3	18	13	10	10	6
ENSG00000147481	0	1	0	0	0	0
ENSG00000147485	0	0	0	0	0	0
ENSG00000147488	0	0	0	0	0	0
ENSG00000147509	0	0	3	0	1	0
ENSG00000147526	44	64	52	21	33	43
ENSG00000147533	13	21	19	13	15	20
ENSG00000147535	2	16	11	8	4	5
ENSG00000147536	2	5	4	2	6	4
ENSG00000147548	99	96	110	38	15	64
ENSG00000147570	0	0	0	0	0	0
ENSG00000147573	0	2	0	1	2	0
ENSG00000147576	0	0	0	2	1	0
ENSG00000147586	3	5	6	5	4	9
ENSG00000147588	0	0	0	0	0	0
ENSG00000147592	11	14	15	8	8	6
ENSG00000147596	0	0	0	0	0	0
ENSG00000147601	20	20	13	13	8	15
ENSG00000147604	56	85	53	55	114	84
ENSG00000147606	0	0	0	0	0	0
ENSG00000147614	0	0	0	0	0	0
ENSG00000147642	8	11	12	2	5	6
ENSG00000147647	0	0	0	0	0	0
ENSG00000147649	55	17	22	5	19	60
ENSG00000147650	33	57	51	20	32	20
ENSG00000147654	7	11	12	3	12	11
ENSG00000147655	0	0	0	0	0	0
ENSG00000147669	0	0	0	0	0	0
ENSG00000147676	0	0	2	0	0	0
ENSG00000147677	109	159	129	84	111	92
ENSG00000147679	2	0	2	0	1	3
ENSG00000147684	36	62	25	31	26	18
ENSG00000147687	12	8	14	4	17	9
ENSG00000147689	0	0	0	0	0	0
ENSG00000147697	0	0	0	0	0	0
ENSG00000147724	0	0	0	0	0	0
ENSG00000147789	12	19	17	6	15	14
ENSG00000147799	9	19	17	11	18	18
ENSG00000147804	4	2	4	3	7	4
ENSG00000147813	10	12	10	7	7	6
ENSG00000147852	20	41	24	29	14	8
ENSG00000147853	3	10	3	7	11	4
ENSG00000147854	5	10	8	11	13	9
ENSG00000147862	7	22	13	8	8	10
ENSG00000147872	10	19	9	4	11	7
ENSG00000147873	0	0	0	0	0	0
ENSG00000147874	2	34	9	6	22	10
ENSG00000147885	0	0	0	0	0	0
ENSG00000147889	8	11	4	3	2	5
ENSG00000147894	4	7	1	2	0	2
ENSG00000147896	0	0	0	0	0	0
ENSG00000147905	26	36	26	13	26	36
ENSG00000147912	10	30	14	6	8	8
ENSG00000147955	32	21	20	19	26	34
ENSG00000147996	20	22	23	11	35	24
ENSG00000148019	0	25	11	18	21	24
ENSG00000148053	1	1	0	0	0	1
ENSG00000148057	0	3	2	2	0	1
ENSG00000148082	3	0	2	0	0	0
ENSG00000148090	13	15	16	5	13	21
ENSG00000148110	0	0	0	0	0	0
ENSG00000148120	10	16	10	13	9	10
ENSG00000148123	0	0	0	0	0	0
ENSG00000148136	0	0	0	0	0	0
ENSG00000148143	16	18	14	6	21	13
ENSG00000148153	0	0	1	0	0	0
ENSG00000148158	2	0	0	0	1	0
ENSG00000148175	18	15	16	4	4	5
ENSG00000148180	172	225	215	122	197	193
ENSG00000148187	10	12	14	11	4	2
ENSG00000148200	1	0	2	0	1	0
ENSG00000148204	0	0	0	0	0	0
ENSG00000148215	0	0	0	0	0	0
ENSG00000148218	3	7	8	6	8	6
ENSG00000148219	4	8	17	16	13	18
ENSG00000148225	0	1	2	1	0	0
ENSG00000148229	16	21	22	9	14	16
ENSG00000148248	90	117	114	0	61	51
ENSG00000148288	0	1	0	3	3	0
ENSG00000148290	2	2	2	0	3	1
ENSG00000148297	3	3	5	1	5	6
ENSG00000148300	4	4	3	4	3	5
ENSG00000148303	6	16	2	7	22	14
ENSG00000148308	66	95	102	40	73	65
ENSG00000148331	12	24	26	16	0	6
ENSG00000148334	3	7	9	8	10	10
ENSG00000148335	40	42	31	22	33	24
ENSG00000148337	168	211	225	112	135	175
ENSG00000148339	30	55	51	12	25	20
ENSG00000148341	14	19	25	12	16	26
ENSG00000148343	25	21	24	12	9	27
ENSG00000148346	0	0	0	0	0	0
ENSG00000148356	16	16	15	11	24	27
ENSG00000148357	1	0	1	0	0	0
ENSG00000148358	49	90	67	31	45	47
ENSG00000148386	0	0	0	0	0	0
ENSG00000148396	256	348	342	128	224	197
ENSG00000148408	4	0	10	4	2	10
ENSG00000148411	24	18	21	9	8	12
ENSG00000148426	4	2	1	2	0	0
ENSG00000148429	33	49	46	25	29	39
ENSG00000148444	11	13	8	1	3	8
ENSG00000148450	0	0	0	0	0	0
ENSG00000148459	0	0	0	3	0	0
ENSG00000148468	3	1	0	0	1	1
ENSG00000148481	6	9	9	4	9	7
ENSG00000148482	0	0	0	0	0	0
ENSG00000148484	17	35	41	16	27	17
ENSG00000148488	0	0	1	0	0	0
ENSG00000148498	14	24	0	27	62	11
ENSG00000148513	0	0	0	1	0	0
ENSG00000148516	62	94	96	61	66	77
ENSG00000148541	0	0	0	0	0	0
ENSG00000148572	26	11	27	12	8	9
ENSG00000148584	0	0	1	0	0	0
ENSG00000148600	2	1	0	4	1	2
ENSG00000148604	0	0	0	0	0	0
ENSG00000148606	3	4	1	2	1	0
ENSG00000148634	43	92	98	34	63	55
ENSG00000148655	1	1	0	0	3	0
ENSG00000148660	22	14	28	16	12	23
ENSG00000148671	0	0	0	0	0	0
ENSG00000148677	0	1	4	0	0	0
ENSG00000148680	0	0	0	0	0	2
ENSG00000148688	32	46	48	9	30	26
ENSG00000148700	22	3	52	0	12	14
ENSG00000148702	0	0	0	0	0	0
ENSG00000148704	0	0	0	0	0	0
ENSG00000148719	44	50	65	19	13	18
ENSG00000148735	0	0	0	0	0	0
ENSG00000148737	45	73	65	35	25	55
ENSG00000148773	214	385	312	150	214	182
ENSG00000148795	1	0	0	0	0	0
ENSG00000148803	0	0	0	4	5	8
ENSG00000148814	2	4	5	2	5	1
ENSG00000148824	10	6	4	12	0	6
ENSG00000148832	0	0	1	1	0	0
ENSG00000148834	48	47	67	31	36	41
ENSG00000148840	6	31	10	41	97	47
ENSG00000148841	40	52	65	19	33	27
ENSG00000148842	13	6	28	13	7	19
ENSG00000148843	1	1	1	1	2	3
ENSG00000148848	21	29	28	2	7	13
ENSG00000148908	4	2	1	2	5	6
ENSG00000148925	33	33	32	22	33	20
ENSG00000148926	81	129	113	45	102	86
ENSG00000148935	0	0	0	0	1	0
ENSG00000148942	0	0	0	0	0	0
ENSG00000148943	3	6	8	3	5	0
ENSG00000148948	0	1	0	0	1	0
ENSG00000148950	2	3	2	3	2	5
ENSG00000148985	3	13	9	0	8	2
ENSG00000149016	23	36	38	18	14	29
ENSG00000149021	0	0	0	0	0	0
ENSG00000149043	0	0	0	0	0	0
ENSG00000149050	0	1	0	2	2	1
ENSG00000149054	3	0	2	1	3	2
ENSG00000149084	31	52	43	19	34	18
ENSG00000149089	0	3	2	0	0	1
ENSG00000149090	74	76	100	20	37	38
ENSG00000149091	79	130	106	86	108	117
ENSG00000149100	60	108	91	56	75	84
ENSG00000149115	108	101	113	43	76	82
ENSG00000149124	0	0	0	0	0	0
ENSG00000149131	162	226	202	186	287	323
ENSG00000149133	0	0	0	0	0	0
ENSG00000149136	7	11	17	14	8	13
ENSG00000149150	23	25	30	8	17	15
ENSG00000149177	24	66	59	32	41	7
ENSG00000149179	10	18	15	14	12	12
ENSG00000149182	19	39	35	14	25	36
ENSG00000149187	115	135	105	49	72	84
ENSG00000149196	12	11	12	2	4	8
ENSG00000149201	0	0	0	0	0	0
ENSG00000149212	9	13	22	7	8	7
ENSG00000149231	50	76	69	22	39	44
ENSG00000149243	1	1	8	2	1	4
ENSG00000149256	1	7	1	0	1	1
ENSG00000149257	385	448	467	100	175	147
ENSG00000149260	36	38	42	10	19	31
ENSG00000149262	8	27	15	6	15	19
ENSG00000149269	33	54	56	19	43	70
ENSG00000149273	207	279	220	168	234	229
ENSG00000149289	30	54	44	18	0	28
ENSG00000149292	4	8	6	2	7	5
ENSG00000149294	16	17	19	17	20	18
ENSG00000149295	6	2	4	3	3	4
ENSG00000149300	1	0	0	0	0	0
ENSG00000149305	0	0	0	0	0	0
ENSG00000149308	1	4	2	2	0	3
ENSG00000149311	42	100	75	40	77	70
ENSG00000149313	7	5	5	5	4	5
ENSG00000149328	0	1	2	2	2	2
ENSG00000149346	0	0	0	0	0	0
ENSG00000149357	7	17	4	13	22	11
ENSG00000149380	5	3	6	3	5	0
ENSG00000149403	2	4	2	3	2	8
ENSG00000149428	65	167	73	70	55	67
ENSG00000149435	0	0	0	0	0	0
ENSG00000149451	21	25	32	9	14	28
ENSG00000149452	0	0	0	0	0	0
ENSG00000149474	36	30	32	10	20	28
ENSG00000149476	6	5	6	7	13	5
ENSG00000149480	0	0	52	40	0	47
ENSG00000149483	2	8	0	6	2	4
ENSG00000149485	34	48	31	13	24	33
ENSG00000149488	0	0	0	0	0	0
ENSG00000149489	0	0	0	1	5	2
ENSG00000149499	23	26	35	15	18	28
ENSG00000149503	52	73	55	28	46	8
ENSG00000149506	0	0	1	0	0	2
ENSG00000149507	0	0	0	0	0	0
ENSG00000149516	0	0	0	0	0	0
ENSG00000149527	1	0	1	0	0	1
ENSG00000149532	53	84	73	42	45	54
ENSG00000149534	0	0	0	0	0	0
ENSG00000149541	3	11	14	8	17	5
ENSG00000149547	35	70	40	24	36	41
